symbol,breakout_date,peak_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
APE-USD,2024-02-06,2024-02-15,375485182.79112506,375477287.55090666,375428625.2339902,375335608.5225868,375627403.9272653,375628395.1105594,375636402.47414804,375648719.37355447,375658565.47914773,375667992.6087673,375682217.961487,375703969.1485429,375689129.29037243
APE-USD,2024-09-06,2024-09-09,376626634.84635335,376639446.98286974,376699793.73556733,376690003.17511255,376919144.7651571,376930976.1103231,377206639.1260807,376690003.17511255,376919144.7651571,376930976.1103231,377206639.1260807,377163161.0570962,377082444.14727414
APE-USD,2024-10-17,2024-10-21,376938947.82201946,377052978.46090835,377033143.2723554,377025847.78668976,377036553.3456307,377471997.29051465,404180681.2689151,377036553.3456307,377471997.29051465,404180681.2689151,404352976.3494963,404272734.33357996,404237363.2798254
APE-USD,2024-12-09,2024-12-13,408964413.8529784,408966730.90549994,408980135.56920594,408853189.6066295,408862372.47576565,408824350.73655504,408959086.30472267,408862372.47576565,408824350.73655504,408959086.30472267,408969183.4012475,408894315.69426394,408961565.2309661
API3-USD,2021-06-25,2021-06-28,80779830.8014913,81446112.24437597,82013565.2930293,81118697.64364457,81995747.8038686,82314697.85332344,85602445.2282328,81118697.64364457,81995747.8038686,82314697.85332344,85602445.2282328,84780501.72359838,85305397.30720466
API3-USD,2021-07-08,2021-07-13,85057941.8716798,86150680.03073525,86075615.9961598,85795062.60629979,85962829.13212666,86116372.84151474,90804316.0367344,86116372.84151474,90804316.0367344,91639054.08483158,92797968.67204107,92138100.18496372,91140791.01630943
API3-USD,2021-07-20,2021-07-29,90195632.4860338,90320338.2540584,89715689.37482259,89279445.51446532,91255894.94487453,91833614.4454123,92498968.27408588,92545575.7620419,93038803.96754605,92807949.33468118,93015299.52703133,95110272.98854801,94922080.76612447
API3-USD,2021-08-26,2021-09-03,97507800.41229016,96949880.14587286,98267306.42450239,97309539.7324568,98017442.7797349,98238991.8333487,102680640.0771921,102110674.19769444,102362489.74342251,102626653.44774519,105106688.56895697,104965242.70539738,104867605.42398813
API3-USD,2021-09-29,2021-10-08,97443277.60201772,97366114.18840253,96922529.75145678,96630592.48106226,96903083.0513185,98338302.87961094,98377221.10321407,98746853.47991113,98548418.11594296,99423105.73017499,99645052.9081918,99493421.17456537,99275836.20439239
API3-USD,2021-11-04,2021-11-07,105965025.07800269,106325361.49421673,105667013.4094534,104300325.24300936,104784142.1449228,105806590.82579763,114628094.1522241,104300325.24300936,104784142.1449228,105806590.82579763,114628094.1522241,112434234.50524318,110574607.94643019
API3-USD,2021-12-06,2021-12-09,110672843.92046466,110452705.4548221,110032560.91319065,109830933.37546131,109489971.44816117,116047959.16962126,120687117.72609973,109830933.37546131,109489971.44816117,116047959.16962126,120687117.72609973,115688962.99478863,115686141.96641362
API3-USD,2022-01-12,2022-01-15,117481872.65190539,116994856.98193033,116976743.7141436,117397185.95147808,117081171.41942786,117576883.77963516,133051572.66549802,117397185.95147808,117081171.41942786,117576883.77963516,133051572.66549802,130883654.35508066,128124087.00076614
API3-USD,2022-02-16,2022-02-19,160713467.56784403,158806041.1414416,161059726.91204962,160895422.3933974,171422040.55634043,222993650.8091095,444406049.07861865,160895422.3933974,171422040.55634043,222993650.8091095,444406049.07861865,407218730.88656265,378253824.34802973
API3-USD,2022-05-12,2022-05-21,454638995.55031496,455234621.5074847,439857844.6395449,436472920.8382774,438454611.5087399,440383975.46168476,440953405.48266435,440146939.0919511,441519800.70433426,440853963.03149825,442953508.6326603,442679971.14788336,441534083.9999035
API3-USD,2023-03-16,2023-03-19,515958419.4395941,517032449.655124,515592512.462555,515695234.64411724,516691001.8471768,516994774.32581043,549266199.3437444,515695234.64411724,516691001.8471768,516994774.32581043,549266199.3437444,547499964.5344931,546596398.8651605
API3-USD,2023-08-03,2023-08-06,544267107.2654518,544328710.9347274,544259460.7041351,544250362.0086762,544090863.8821082,543712871.5768024,650395399.5718794,544250362.0086762,544090863.8821082,543712871.5768024,650395399.5718794,630089042.0255601,627683324.1401845
API3-USD,2023-08-27,2023-09-01,632976367.6132394,632947567.1856914,632980329.8666846,632902477.7972504,646415908.8899196,645491823.7593919,658926371.4327863,645491823.7593919,658926371.4327863,657060482.9203627,662269867.681493,658632304.2338463,658584417.4907057
API3-USD,2024-01-17,2024-01-26,700998865.1801353,701354423.2762072,701436715.4607084,701396091.1519864,700643836.262808,701308462.795006,1088338382.3290317,1062611870.1814712,1061237500.3755234,1060340284.4012371,1061273547.754693,1139649435.687385,1127082387.5593565
API3-USD,2024-02-11,2024-02-14,1191123653.836896,1192641572.0328534,1191805998.4918137,1193340820.3487906,1223240996.7803452,1221737648.205087,1267423415.88461,1193340820.3487906,1223240996.7803452,1221737648.205087,1267423415.88461,1263745269.2776191,1257546294.9347274
API3-USD,2025-03-14,2025-03-23,1335278648.9788086,1335661399.5546346,1335564411.155686,1336372294.5192924,1336765418.1499674,1336098649.13704,1418936143.950647,1423528336.5676417,1418787281.7196643,1603253759.8133929,1615160290.13316,1610395693.4611883,1604580643.8014581
AR-USD,2021-01-07,2021-01-16,27180168.895174883,27370901.57324913,27822407.628313053,27548583.806122642,27472215.596379247,28258402.259759508,31057371.640112493,31344259.370356053,31090492.743039586,30892441.450048156,30834959.00004284,31902728.492420606,31868086.024097618
AR-USD,2021-01-21,2021-01-24,31868086.024097618,32629854.536807142,32740906.208242998,31633352.070593297,33758434.86320003,34404605.46668651,35821302.606275626,31633352.070593297,33758434.86320003,34404605.46668651,35821302.606275626,34831577.71043902,35115546.40697492
AR-USD,2021-02-21,2021-03-02,39699775.17678446,38672440.66223527,39545184.694464274,39495352.93619736,39066867.95453717,38960685.65513602,70608522.9783104,71395032.88352677,69560387.19376034,71425785.84348491,73275788.76507556,85923707.73172858,83817142.76237367
AR-USD,2021-03-16,2021-03-25,84654305.59440447,84521359.89021607,83425850.8392186,83114872.92969139,84262420.73365125,87629085.61961557,89630816.0972176,93414314.15235287,92376789.10967366,91135708.02848285,91745968.43098931,98661324.49126025,101696988.31757496
AR-USD,2021-04-23,2021-04-27,98752668.55429913,98416835.5365555,97762858.2565136,95617908.30767472,101411995.43280222,104723343.13618755,106003730.44876213,101411995.43280222,104723343.13618755,106003730.44876213,106891591.94121954,106343873.62764013,106391578.92076786
AR-USD,2021-05-23,2021-05-26,124737475.25801945,117532170.29656357,115865631.39101261,114071656.6301632,117706058.86341904,116783031.87163827,122242681.18026805,114071656.6301632,117706058.86341904,116783031.87163827,122242681.18026805,120279765.66397159,119313103.79020058
AR-USD,2021-08-14,2021-08-18,132781016.50239585,132607302.14801896,133886940.20445527,133570704.32058853,134281901.43315285,160408776.0384142,168241580.33248824,134281901.43315285,160408776.0384142,168241580.33248824,315009525.1100098,296860346.6973121,299134642.7011193
AR-USD,2021-08-24,2021-08-31,295743744.6905417,296230343.9426436,299401899.2791614,296610565.39164394,294783544.278522,293004101.76744604,419268552.72525203,478050814.65974194,461909847.89447033,585212856.2654889,689649729.2376754,676189781.0995691,668846788.853425
AR-USD,2021-09-07,2021-09-09,665429340.8491615,660056223.1051543,689203697.0225654,666908912.4558185,696964509.0654864,763854453.717825,756155067.1872513,689203697.0225654,666908912.4558185,696964509.0654864,763854453.717825,756155067.1872513,754452039.1198673
AR-USD,2021-09-20,2021-09-23,740368943.8091166,741006860.9857571,741088155.2595942,724556313.9029326,720442369.4014456,738263095.2584645,749318483.5790102,724556313.9029326,720442369.4014456,738263095.2584645,749318483.5790102,742800534.7274556,741534264.1585778
AR-USD,2021-10-30,2021-11-04,778155260.3902568,779028580.4738243,783861055.5869317,782765660.1272473,797688610.8120636,796022003.2262933,949002121.6783229,796022003.2262933,949002121.6783229,947807844.6021808,983372496.7387466,953472810.5673712,964409698.6761374
AR-USD,2022-03-06,2022-03-09,917627964.6113055,911973260.4875028,912714089.224843,911474022.5536408,914923564.6490363,921689557.9971218,938366884.225207,911474022.5536408,914923564.6490363,921689557.9971218,938366884.225207,923742636.0775809,924074794.5479134
AR-USD,2022-10-31,2022-11-04,914488076.1125727,914202724.7796172,915207116.2284877,915200023.8851528,914690102.8442215,919626874.3173217,1033447213.7519164,914690102.8442215,919626874.3173217,1033447213.7519164,1039598759.8298614,1038647831.6932294,1032543327.4162488
AR-USD,2024-02-12,2024-02-19,1045443212.780515,1045328024.4100183,1045303825.2579713,1045839976.6176237,1047798364.6438861,1048449723.2221187,1059821163.4844103,1057108250.7737904,1061526746.4747915,1060068465.0322982,1084914198.703898,1081829288.7562907,1078702421.5620086
AR-USD,2024-02-24,2024-03-04,1078702421.5620086,1078497740.4772944,1076562759.5630474,1078310384.833598,1090363517.9653137,1092848898.6953137,1112126202.5976238,1417065466.3267155,1417926798.6119971,1444912479.444274,1438298717.2545862,1453983226.828232,1498122347.9343686
AR-USD,2024-04-17,2024-04-25,1553933007.1528068,1543502827.1080732,1539413737.7975686,1539112378.4367466,1540625858.7811692,1549507919.03366,1571364925.540543,1579535443.6276417,1575050494.0931244,1573744053.9489574,1585264391.5454078,1571153124.2605243,1579489023.6968112
AR-USD,2024-11-04,2024-11-11,1606748055.6146295,1606337385.9456625,1604685985.4607742,1601634751.3009958,1604263175.8120637,1624047977.257949,1639220232.5482118,1640935816.3588822,1642689047.0307732,1643330812.5670087,1663737737.3678026,1640208668.8623657,1623046683.227388
ARKM-USD,2024-02-14,2024-02-23,88991119.79917565,89545484.03671226,90579780.10075755,91330993.38518745,90917674.01552753,109954819.68575338,119951598.17095707,192050874.6755575,197563446.68907094,238488928.277758,230114406.69044778,236014710.9322125,274773526.91204023
ARKM-USD,2024-02-25,2024-03-05,238488928.277758,230114406.69044778,236014710.9322125,274773526.91204023,276444744.09324926,260759900.93769905,454765932.33966404,514648008.387135,533709168.9203522,527982080.1477417,508290242.94230896,575824879.2235876,566750017.41389
ARKM-USD,2024-03-06,2024-03-09,533709168.9203522,527982080.1477417,508290242.94230896,575824879.2235876,566750017.41389,570739429.1672634,705057311.5350746,575824879.2235876,566750017.41389,570739429.1672634,705057311.5350746,611556530.3323656,597661979.390449
ARKM-USD,2024-04-17,2024-04-22,506687967.7141892,505285360.49526584,506494163.7118516,505295043.4364857,512819673.06981486,516039876.22902006,536386046.5120785,516039876.22902006,536386046.5120785,545801206.8997089,554781678.0348914,551897225.7861093,545282011.8858365
ARKM-USD,2024-05-02,2024-05-09,545120859.3847508,538058025.9150085,541136719.2896103,539335669.6825476,557075302.0022522,561299416.4480629,592073359.673383,588470279.5891995,581817575.4334209,575527465.0338993,599558555.3069599,595919002.564617,591470917.571471
ARKM-USD,2024-10-09,2024-10-15,632972461.3504368,630627701.8228837,626431512.0515975,624293222.7589862,624568352.7161486,642868881.2876868,668318185.9677734,668318185.9677734,666613136.5100546,665528712.6470047,670180224.6346685,669328097.0257483,665205886.5296456
ARKM-USD,2024-11-03,2024-11-11,663038502.6539084,667173191.639805,663258352.0436062,670113592.375883,668134767.8515474,673000415.094265,776487961.4027057,781547214.1096141,782910675.30682,781373397.111655,807667531.025207,783491014.6248345,770471378.5560927
ARKM-USD,2025-05-07,2025-05-13,666887848.3386561,666045204.8109947,665274993.8442189,665800998.8268453,676812140.7807565,685485751.1333822,701662665.858677,701662665.858677,700277644.5763904,698666399.8010867,716790213.2422063,708746378.6477147,698894836.6289212
ASTR-USD,2023-02-06,2023-02-15,131668240.3073025,131323673.74590796,131010385.37870939,131206948.81908025,135244075.97538522,136381500.41419613,161436101.26790398,161207971.4771298,162063572.42566738,163366731.66825244,193724664.62505788,187239143.38459516,207866453.6464624
ATOM-USD,2020-08-07,2020-08-16,133623064.45598646,138383095.66976804,138893279.06980357,134327220.9689789,146508875.849389,217091373.9119711,229763938.58582604,297788976.9320658,294571223.42482686,294505986.6649818,299067964.51986206,290978965.9247925,288008624.4127934
ATOM-USD,2020-08-20,2020-08-23,290978965.9247925,288008624.4127934,282844494.1021477,309154390.93961996,282557216.12992823,323769400.5337276,632175864.0992653,309154390.93961996,282557216.12992823,323769400.5337276,632175864.0992653,611123025.1622219,638297552.1024711
ATOM-USD,2021-01-12,2021-01-18,652867333.2472699,639829588.8967893,556617278.9503163,554493821.9466652,596881267.5053074,615492444.9289597,1025982211.8192548,1025982211.8192548,1228852425.4670043,1173141362.066323,1287317503.0112991,1243585968.5755653,1236861011.2189286
ATOM-USD,2021-02-02,2021-02-11,1238779650.2372503,1245541309.0386183,1330811136.0936527,1312994053.4664297,1337154643.3606365,1331652897.8291166,1804631063.6153903,2074075167.2162333,2143991148.751235,2137571493.1519542,2436298544.413558,2919462360.9005866,2845943009.105224
ATOM-USD,2021-05-04,2021-05-08,3663642401.140194,3650021642.9647775,3647316571.1406765,3590491624.9535837,3734309689.6697397,3774843911.88669,4054463330.244276,3734309689.6697397,3774843911.88669,4054463330.244276,4087342100.1471057,4066613544.2367744,3954425391.498983
ATOM-USD,2021-05-23,2021-05-26,3528159224.1576242,3396531810.573401,3353676168.754167,3324833124.3390384,3455859286.261171,3438006803.6811256,3478029501.795732,3324833124.3390384,3455859286.261171,3438006803.6811256,3478029501.795732,3460446075.1662054,3419258382.284197
ATOM-USD,2021-09-07,2021-09-16,4090834478.123009,4120953075.379874,4103421334.535226,3908230212.1125937,3895140033.453797,4543006046.413476,4814718821.59016,5470241267.1846,5372570308.639849,5373537791.2922535,5512599671.15748,5363847383.75757,5914896821.193889
ATOM-USD,2021-09-21,2021-09-24,5914896821.193889,6149603551.505588,5306808223.464972,5027117354.2914715,5924538486.58639,6030965894.527831,6128871045.377148,5027117354.2914715,5924538486.58639,6030965894.527831,6128871045.377148,6005996652.778778,6010707294.630467
ATOM-USD,2021-12-20,2021-12-26,5889857720.658799,5915231136.893718,5903000425.062737,5894741380.181413,5924241862.829972,6064723835.4302635,6092243139.9987755,6092243139.9987755,6068044018.674519,6110385620.845003,6187623571.942462,6131257474.085849,6040326509.451121
ATOM-USD,2022-09-06,2022-09-15,6092026868.530531,6099481885.923737,6092215273.926921,6067197929.710477,6102157184.937498,6145907411.94033,6333023985.514966,6314975095.271147,6257521984.358714,6255677815.557473,6307403156.676345,6406343290.390607,6401947285.1493
ATOM-USD,2024-11-20,2024-11-29,6350742801.852383,6405761621.121106,6392797045.39742,6389463496.516974,6401813614.643359,6517946548.293213,6604103324.367908,6641988356.005362,6655684792.097344,6652563308.400386,6670958810.503791,6664452610.468841,6677942674.843531
AUDIO-USD,2021-05-23,2021-05-26,569103978.608421,566408421.7377737,565241209.3106358,561551245.8749328,567097692.4516195,567343819.457508,568840409.1096044,561551245.8749328,567097692.4516195,567343819.457508,568840409.1096044,568174325.2081256,566197171.0718355
AUDIO-USD,2021-07-10,2021-07-14,570006496.8546356,567731120.254338,568153367.9242156,567508495.640351,578779061.6418338,577052937.4226549,613800816.0262113,578779061.6418338,577052937.4226549,613800816.0262113,615438678.847125,609638933.1993346,604522930.1503919
AUDIO-USD,2021-07-22,2021-07-25,607654806.6633421,606443021.2279248,608638751.3404287,609395727.0907195,612129906.7966589,618406934.7896821,625798861.1354227,609395727.0907195,612129906.7966589,618406934.7896821,625798861.1354227,622015222.9113586,624040829.2662759
AUDIO-USD,2021-08-13,2021-08-19,631848139.1084237,634527617.5052685,633192486.4115958,637769615.8163315,636348937.7314839,636454720.8641764,885945627.7204396,885945627.7204396,942135465.1366247,970352467.5835605,989326207.8380469,984781914.5361888,974726053.0114832
AUDIO-USD,2021-09-13,2021-09-19,979394146.8403671,980477847.6263906,980635214.1989024,978516338.978134,979126408.3858892,980262368.5659558,1049050840.9976782,1049050840.9976782,1031741235.0030053,1032492690.3765053,1044802430.2240374,1013555190.6272107,1004009019.8347226
AUDIO-USD,2022-03-16,2022-03-19,1068984630.0032163,1069334946.6297979,1069375293.5002195,1070021384.4400188,1069900488.981346,1070456857.0000229,1284818383.2541125,1070021384.4400188,1069900488.981346,1070456857.0000229,1284818383.2541125,1274642236.10894,1269882829.5705447
AUDIO-USD,2022-04-01,2022-04-04,1275637912.3427258,1283664112.2255285,1279037027.9400327,1280591377.0948222,1279996294.6025333,1349296374.495525,1426944483.4214044,1280591377.0948222,1279996294.6025333,1349296374.495525,1426944483.4214044,1404729474.1559477,1391500182.9950268
AUDIO-USD,2022-05-12,2022-05-15,1379022081.904357,1379764506.2327158,1359459315.9068112,1357998795.1381269,1360538983.8133144,1361354533.0632582,1365377543.1536043,1357998795.1381269,1360538983.8133144,1361354533.0632582,1365377543.1536043,1361350345.0245733,1364162952.6914432
AUDIO-USD,2023-01-21,2023-01-26,1366715504.1164322,1366901181.3530965,1369520551.8173878,1369112784.2707195,1369480384.086132,1373309285.3622968,1528202221.5942369,1373309285.3622968,1528202221.5942369,1527745082.0265672,1550352544.5942147,1547194736.6103375,1546993735.4274266
AUDIO-USD,2024-05-21,2024-05-24,1687112899.3733175,1686986872.5933287,1687557020.007707,1687585882.7323537,1687580957.814598,1733960632.4637043,1764316000.701052,1687585882.7323537,1687580957.814598,1733960632.4637043,1764316000.701052,1760096242.0668194,1756637586.6309898
AUDIO-USD,2025-04-18,2025-04-21,1795915985.9174817,1795864566.6955147,1795900060.5661473,1795971194.792666,1796082042.2348387,1796112814.1654725,1840794705.455953,1795971194.792666,1796082042.2348387,1796112814.1654725,1840794705.455953,1830834670.044943,1830155716.5768723
AXS-USD,2021-05-23,2021-05-31,610008740.0928057,606332649.368533,604337559.7595825,600297628.6743972,609628516.7990135,609232221.8942635,615990525.9246025,612030152.7544012,626490483.886172,623291842.0714381,630188893.0995201,628571840.7712919,628656874.1373185
AXS-USD,2021-06-27,2021-07-06,631159969.150697,629586765.0042613,630353865.627709,630833164.849177,631890883.1538604,636367447.7189608,656929185.2656482,691136295.6903032,724286862.3126867,716114639.486934,1012194787.7465453,1408084981.8717396,1305118955.5190015
AXS-USD,2021-08-07,2021-08-16,8717650495.401243,8696443981.072948,8695254716.132597,8679012129.431723,8702769952.306116,8729131950.916103,10707636636.011147,10969918917.75058,10930715176.919868,10929037786.72088,10916904276.548464,11155242741.92268,11097205753.559557
