symbol,breakout_date,peak_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
PEOPLE-USD,2022-10-31,2022-11-05,1722457752.0952325,1739500971.7322173,1735159742.1181462,1735612324.073536,1734750019.4846933,1781426877.6436393,1806687503.4296055,1781426877.6436393,1806687503.4296055,1810235838.897135,1812409576.1586611,1809032640.5671082,1803839960.2642481
PEOPLE-USD,2023-12-31,2024-01-07,1839622835.5189333,1839584199.9388669,1839404271.2526658,1838985232.758008,1839434437.7869692,1839386500.4596097,2546085298.5145197,2590254403.557124,3160072517.7208133,3136782791.742959,3207884880.126372,3158990330.4824657,3125949549.320213
PEOPLE-USD,2024-02-26,2024-03-04,3148796756.1475763,3149357885.547822,3149055308.8244143,3150104124.7481174,3159362635.55998,3157366462.4410954,3373094843.8699236,3395259502.3463297,3392151532.4377246,3384355020.0151863,3453417734.7323537,3359803999.0443406,3370267559.4112906
PEOPLE-USD,2024-05-12,2024-05-21,3365485323.8588285,3358310668.0739245,3371795175.9536877,3370698383.4712067,3375012912.66386,3394299463.46143,3627949310.2525744,3605774953.3473268,3603817635.57887,3605915529.0148563,3637120893.63872,3811107919.6615796,4044130674.500356
PEOPLE-USD,2024-05-29,2024-06-07,3995138166.975101,4009655049.9295726,4040950423.419454,4020845987.8024125,4008869978.605028,4053386040.073105,4260487302.1730433,4253971121.42391,4298094691.450792,4281472710.5577617,4262132139.3763485,4389178153.36399,4351746580.351471
PEOPLE-USD,2024-07-13,2024-07-21,4192118532.4329734,4179818559.5010033,4182058558.917452,4178337040.9381056,4249785275.466185,4292912855.652402,4319000911.61715,4317736200.544622,4329565886.620595,4330454595.132699,4333663312.146343,4322302303.261371,4319366085.490242
PEOPLE-USD,2025-05-06,2025-05-14,4176415207.407256,4175846260.951168,4175643322.6805124,4175338556.564788,4175485522.1825266,4184348128.2099857,4234617762.851836,4250281677.898097,4252129076.886648,4467193480.658261,4485681450.240046,4393539218.358808,4384874659.724428
PHA-USD,2021-04-24,2021-04-27,285882293.9537945,284716025.6430424,283811289.7920434,281369861.85204077,280836190.1028011,290973087.23626053,300516654.88542765,281369861.85204077,280836190.1028011,290973087.23626053,300516654.88542765,298448736.9639527,297578750.6531456
PHA-USD,2021-05-11,2021-05-18,300202285.0378184,299352066.1250552,295012422.01260394,296163763.15825063,294257370.9420624,310387912.97563225,339603226.6498046,333946096.8141366,333257459.5804263,334865129.6443306,337395211.63124186,312447743.7329093,317615031.0186881
PHA-USD,2021-05-31,2021-06-03,310729785.11039716,309972392.5859131,309730018.8861846,310576965.90682703,310628890.5252674,316256311.11450636,330422515.683264,310576965.90682703,310628890.5252674,316256311.11450636,330422515.683264,328617426.42673355,327076364.93834037
PHA-USD,2021-06-27,2021-06-30,322247038.64595187,318616569.8276303,318701753.9044687,319255281.37600607,319825162.3886549,322913621.83974886,332354786.8730276,319255281.37600607,319825162.3886549,322913621.83974886,332354786.8730276,331654162.1845732,331219616.04622245
PHA-USD,2021-12-22,2021-12-25,373994512.89537495,373622894.91994816,373830797.51229143,373873963.8310653,374353662.76581454,374276662.9932282,474023386.72021997,373873963.8310653,374353662.76581454,374276662.9932282,474023386.72021997,460917955.72178066,459174926.65595716
PHA-USD,2022-10-11,2022-10-15,486712099.1538091,486692919.1419406,486631266.87415206,486573180.78533,486515771.59541106,486409306.6531263,784528634.3791709,486515771.59541106,486409306.6531263,784528634.3791709,1995877203.6528747,1835917539.3602347,1911359234.1082602
PHA-USD,2022-11-03,2022-11-06,1877298370.587325,1892715425.8857841,1886382911.8309095,1885944070.148378,1886443294.7756543,1886623169.221578,2011325019.7238626,1885944070.148378,1886443294.7756543,1886623169.221578,2011325019.7238626,1981180896.223396,1967392587.8434336
PHA-USD,2023-01-21,2023-01-24,1996369439.385543,1996365683.720547,1996741004.6007078,1996573989.6848993,1997582256.1138635,1997467635.0125496,2011032220.8410563,1996573989.6848993,1997582256.1138635,1997467635.0125496,2011032220.8410563,2007398373.0013154,2006805839.8068569
PHA-USD,2024-03-14,2024-03-20,2047785325.8463633,2047468162.7052796,2049627628.4847147,2049186856.3851612,2050277075.8527637,2060960094.3326452,2087686687.9044187,2087686687.9044187,2086390131.9743679,2082487095.665918,2104043414.0771747,2101664859.106991,2099960043.686078
PHA-USD,2024-12-21,2024-12-27,2112079911.4315405,2110632494.3497689,2110863839.4546733,2110091177.062395,2110024084.83257,2110866089.7220733,2269040534.0155544,2269040534.0155544,2384603459.2331963,2353043709.4953694,3040783005.3559313,2970470936.3963294,3013484433.2047954
PHA-USD,2025-01-13,2025-01-17,2920290238.159311,2917491496.802282,2913746358.296322,2910626524.4818993,2911910290.0191402,2937956304.5563493,2952022036.918776,2911910290.0191402,2937956304.5563493,2952022036.918776,2952720258.337016,2937103924.8962727,2924298024.262858
POKT-USD,2022-08-04,2022-08-08,-5867722.083761072,-5675338.527102244,-5846208.305206293,-5599681.892738098,-5560171.42648934,-5493180.392636891,-4521469.7481996305,-5560171.42648934,-5493180.392636891,-4521469.7481996305,-2543432.487151594,-2850033.4916361617,-2812848.624730581
POKT-USD,2022-11-13,2022-11-18,-4286077.406779236,-4460868.577382681,-5024209.792840577,-5865770.509451994,-5360714.209600427,-4214419.352568286,-4385259.575684024,-4214419.352568286,-4385259.575684024,-4071880.3485818543,-3973011.841005356,-4019732.315417956,-4126778.1499006706
POKT-USD,2023-12-22,2023-12-31,2783446.666087107,2882438.9817274488,3506675.135140385,3348455.5842590462,3262389.3961285595,3556410.323388977,5339906.180060325,5274978.78191299,5324965.626328235,5324718.758138607,5626444.894020493,5681343.9574023215,5518526.491647296
POKT-USD,2024-01-16,2024-01-19,6445310.8459178675,6322752.5436195545,6551914.453073078,6732421.629912823,6712763.499004886,8418307.773796562,9195450.779349431,6732421.629912823,6712763.499004886,8418307.773796562,9195450.779349431,9049983.311064558,9019605.493042849
POKT-USD,2024-03-09,2024-03-11,9201349.547398118,8920676.354612052,8950580.517387709,8933212.85325051,8878621.403436005,11075920.79992867,11046803.29257619,8950580.517387709,8933212.85325051,8878621.403436005,11075920.79992867,11046803.29257619,10973297.442913406
POKT-USD,2024-03-24,2024-04-02,10502260.892075296,10490011.502299871,10727044.584193107,10743842.985247156,10816460.88919824,10575954.07559352,28091179.10853518,27045843.36561131,27068001.353272583,26801560.663449034,28421875.674300205,33967734.98014514,32396716.623980552
POL-USD,2021-04-21,2021-04-30,7907168.251208165,7967428.175907274,7923463.712166884,7923407.626796229,7962690.540433726,8137400.164312414,8877279.873430924,8885348.799823362,8867945.549944747,8896123.257863814,9257188.37972782,10022819.475317117,10292944.21066906
POL-USD,2021-09-15,2021-09-19,9740312.640785955,9716662.546207195,9732868.869360438,9746917.015101677,9815891.227834687,9881206.971074866,10724719.649182914,9815891.227834687,9881206.971074866,10724719.649182914,10849541.660235856,10751247.97454298,10665333.068667084
POLYX-USD,2023-04-17,2023-04-20,23810713.624072306,23783095.9404754,23797779.9234683,23665055.227611102,23721103.34013335,22760090.799766786,625780768.7208016,23665055.227611102,23721103.34013335,22760090.799766786,625780768.7208016,508456722.51881176,502065005.5838271
POLYX-USD,2023-10-17,2023-10-26,499113737.7434272,499203098.4181245,499478803.04107255,499515959.48850995,500505807.1376085,504349315.004195,547309228.1401527,570884954.7175938,718239952.5049397,646525492.1525065,701604600.016648,685970765.3933425,711688097.5981823
POLYX-USD,2024-03-17,2024-03-26,670983407.1914437,664409662.1820581,661688602.5580916,662811368.4953239,661339566.1544957,659460736.0728892,1098781758.3507185,1348624518.9631813,1333044245.6320674,2028657626.688519,2001193036.2547948,2019799547.8145533,2005891532.5199459
PROM-USD,2020-09-10,2020-09-18,2938235.5815166524,2967867.1359595475,3031597.1582648526,2992425.6927017495,3036657.2451885417,3058512.624333275,3652896.325515881,3675408.522242814,3694768.1425412525,3694136.195303677,3711944.2937751743,3708369.2508313525,3690990.8616235508
PROM-USD,2020-09-22,2020-09-26,3708369.2508313525,3690990.8616235508,3687052.0074361665,3679806.9826335805,3677985.5845439457,3673396.2208609483,4453219.940440793,3677985.5845439457,3673396.2208609483,4453219.940440793,5244624.634770286,4984887.269462292,4999253.348911274
PROM-USD,2020-12-31,2021-01-09,5497430.329307328,5435574.696002143,5558351.332994503,5434619.22486568,5536778.6548547875,5655977.287614701,5728209.507492759,5621729.175144872,5596101.283576042,5701177.299494637,5742853.32572148,5674286.976895157,5585665.294139009
PROM-USD,2021-01-29,2021-02-07,5647224.456319717,5729166.329447305,5738286.319868799,5708809.517921593,5764131.026638705,5949521.186828366,6303862.471939794,6685331.538398786,6999482.00806185,6849569.938391837,6949638.815489543,7576401.803087899,7849602.518014776
PROM-USD,2021-02-11,2021-02-19,7576401.803087899,7849602.518014776,7856984.086255151,7916111.364376623,8385756.837625498,8845396.79586268,14515138.914023813,51349406.9122925,52749887.53243331,51618572.7455474,53209876.837117955,51455240.33249918,51832794.25156501
PROM-USD,2021-04-25,2021-04-29,54792198.893708915,54677053.71794668,54673440.10800151,54658810.824194185,54707989.253703736,54739593.837453805,54796807.96039764,54707989.253703736,54739593.837453805,54796807.96039764,3600009825.260879,3571844362.4045715,3555936400.5632334
PROM-USD,2021-05-22,2021-05-25,3581789830.1983886,3582428582.9425263,3581222329.719937,3581135553.937344,3580070162.631548,3582615368.4665866,3623833892.66615,3581135553.937344,3580070162.631548,3582615368.4665866,3623833892.66615,3622971629.074754,3621113681.6916437
PROM-USD,2021-08-10,2021-08-14,3642175656.0720024,3641600490.1481686,3642355534.443884,3642653635.2787843,3645247545.884176,3656470035.6638107,3657807740.873088,3645247545.884176,3656470035.6638107,3657807740.873088,3659376780.5011163,3658823671.511352,3658143345.654065
PROM-USD,2021-08-31,2021-09-03,3662017521.0005026,3662235408.728113,3662589798.3473496,3662252070.9325495,3662611374.140568,3662569946.6449733,3749088074.5062623,3662252070.9325495,3662611374.140568,3662569946.6449733,3749088074.5062623,3743647869.2221823,3741933836.066828
PROM-USD,2022-05-12,2022-05-19,3746285896.5548563,3746227151.867274,3744865098.063624,3744429640.454413,3744662895.6330147,3744944155.5252776,3751519350.4111814,3751270876.962893,3751280811.4327044,3751199712.3699937,3751714228.7463207,3751521388.433008,3751476139.437295
PROM-USD,2022-06-17,2022-06-20,3750705248.4903464,3750715605.8037186,3750561755.2991376,3750655509.0793085,3750569042.931614,3750727036.338148,3755242209.359272,3750655509.0793085,3750569042.931614,3750727036.338148,3755242209.359272,3754728895.5673,3754485435.780528
PROM-USD,2022-07-26,2022-07-29,3853988742.3373933,3853905992.032099,3853586228.615978,3854458773.8749194,3854538519.3630548,3855524854.4893947,3878015615.22163,3854458773.8749194,3854538519.3630548,3855524854.4893947,3878015615.22163,3875731861.3908443,3875481775.0958786
PROM-USD,2023-03-13,2023-03-16,3878361042.0593066,3878329775.444871,3878441153.9941316,3878575101.0289693,3878608003.390465,3878462263.344495,3919963308.387827,3878575101.0289693,3878608003.390465,3878462263.344495,3919963308.387827,3914938798.3968906,3914071925.929053
PROM-USD,2023-08-31,2023-09-03,3921159262.5551972,3921167607.495777,3921153472.3405495,3921113500.8071012,3921143955.193941,3921280029.9456987,3945494266.402232,3921113500.8071012,3921143955.193941,3921280029.9456987,3945494266.402232,3941035914.985583,3940748150.254063
PROM-USD,2024-01-22,2024-01-25,3943654143.288896,3943638057.857098,3943643090.4808517,3943538442.387315,3943574088.7606764,3944072643.334836,3975818619.367236,3943538442.387315,3943574088.7606764,3944072643.334836,3975818619.367236,3974155076.1614366,3973588114.9733963
PROM-USD,2024-02-11,2024-02-20,3973996774.899643,3974079296.3366027,3974159249.1825533,3974118635.283873,3974234508.038001,3974287004.8412504,4091662896.3538995,4084211709.549584,4084162954.0767164,4084000421.7159214,4083881254.5235467,4116050688.130867,4112986008.4975934
PROM-USD,2024-03-05,2024-03-13,4113626910.2818184,4113626260.2382507,4113534727.9977183,4112692304.583309,4117235015.032827,4120717837.3470435,4123678368.4267,4123639631.9576793,4123532478.6546,4123618373.2023726,4123953264.383807,4123882039.8904066,4123151129.1304812
PROM-USD,2024-10-22,2024-10-25,4128172779.4829335,4129225549.8034368,4129172286.816882,4129159571.302349,4129064505.023825,4129097871.2908487,4190365923.515063,4129159571.302349,4129064505.023825,4129097871.2908487,4190365923.515063,4166643764.934335,4165429079.0767145
PROM-USD,2025-01-10,2025-01-15,4162527256.491069,4162166926.4579663,4162121086.6604633,4162323621.6688786,4162187125.3880734,4197902137.763896,4215556774.1240044,4197902137.763896,4215556774.1240044,4214402978.857958,4216456693.4717894,4212304207.269682,4212224004.5502605
PYTH-USD,2025-05-06,2025-05-10,457107633.8302187,456006068.9147311,456372726.9391849,455562519.5616855,455901435.2827263,460406217.2088806,553046976.3792995,455901435.2827263,460406217.2088806,553046976.3792995,553918659.2722833,551973140.7310281,553702583.976186
QNT-USD,2020-08-11,2020-08-15,11966985.621813143,11845933.215200154,11945763.371052967,11947674.848174773,12114957.575772967,12533337.55862013,13191583.913424121,12114957.575772967,12533337.55862013,13191583.913424121,13376190.882044243,13292200.382780246,13044442.849092726
QNT-USD,2021-01-06,2021-01-14,14317137.285243182,14428773.167781733,14896212.212810451,14632120.364614481,14745894.222172009,16279372.30788597,16989672.592709497,16604191.671287902,16997423.493870936,17312528.952212848,17745335.82782657,17319427.83650166,17286857.13945718
QNT-USD,2021-01-21,2021-01-30,17333435.165818978,17498809.00703999,17354610.18053988,16716077.894881556,17915582.75430714,17859585.635225672,18354524.171848588,18663453.969765816,20782309.981967725,20262279.814186078,21456412.62340009,21464226.67455617,22745962.999394767
QNT-USD,2021-03-05,2021-03-09,22282589.65912674,22587200.55026657,21999818.859551124,22286527.801774554,22307182.120224968,23264847.253408264,25185867.29710569,22307182.120224968,23264847.253408264,25185867.29710569,25256341.40090709,24842677.45732809,24538953.21384197
QNT-USD,2021-05-10,2021-05-18,26246301.768415444,26360008.298588827,26167550.74861979,26673829.967649814,27068416.677399572,26778595.589847345,35791533.41140579,34774415.16669315,34581353.536842294,34833323.19485223,36803910.91973089,32597003.36104855,34163874.36583985
QNT-USD,2021-05-23,2021-06-01,34163874.36583985,32887332.831922732,32098520.208118964,30021778.401023798,32345134.778659478,32406764.256653,33010105.483776778,31955528.736609716,32120307.04633636,33015730.781801403,33226310.888268005,33457460.06253761,33503864.85987742
QNT-USD,2021-06-21,2021-06-25,38885256.46424012,39170043.7302346,39470599.207681954,36712465.81650151,37421877.63786525,38259724.115971215,44497699.366117924,37421877.63786525,38259724.115971215,44497699.366117924,53661081.28445625,50324020.85953193,50561077.74015677
QNT-USD,2021-07-22,2021-07-31,46997167.78451644,47656357.94243192,48714785.726380624,48694288.80166241,48963022.00152435,50478785.53597302,55375282.04307971,55396785.21206289,135918603.51678354,133592328.65305802,135133904.09228438,187087453.37132102,170758083.48865175
QNT-USD,2021-09-02,2021-09-10,207391929.70792663,207031108.2556102,208350797.01598975,208037784.71115306,208231873.19212514,228194821.56823906,438075379.63600576,480932076.8906521,454692600.2854135,455275293.89964265,556587793.3485886,548737282.0148119,539895618.1485572
QNT-USD,2022-01-31,2022-02-07,496469572.10341424,496626222.54945457,495645546.8174281,496601239.48169035,499856336.4636465,506382053.2134982,540104476.6860412,539642612.182165,539395750.4025075,539891809.6126646,556431147.4086576,553328272.2682239,554290413.0265948
QNT-USD,2022-07-06,2022-07-15,517257146.4149405,520337092.15844935,519885319.08221066,520957422.18182325,522044944.7394413,529676813.33650124,547496547.0139861,543018446.079733,547133591.9983869,561603086.4560436,572537337.213988,571125090.2461393,568778019.7105747
QNT-USD,2024-11-13,2024-11-22,703011538.9369918,704436752.1166146,699593760.5937724,698942380.5962647,698733689.2129105,701015550.0092894,754020587.6408551,758468191.672523,756694839.6219261,755978697.3640286,760912347.5784503,767832414.8270032,766845816.0897795
QNT-USD,2024-11-29,2024-12-07,764918904.1886245,766024497.8537961,765406473.7668602,766921675.3188066,767550595.7625427,775212662.1668712,814706679.7710172,844297617.3704517,838424937.9504031,850742158.5558575,855228113.1223359,853185863.8994333,837823401.6794841
QTUM-USD,2021-01-21,2021-01-23,713660031.9363662,690702342.675856,705080455.2115036,626136620.9460434,661035458.2522706,1043357246.99302,944688783.6383266,705080455.2115036,626136620.9460434,661035458.2522706,1043357246.99302,944688783.6383266,901916725.8360384
QTUM-USD,2021-02-07,2021-02-13,937587208.415161,998475908.1228504,1148592821.0304015,1113438757.796798,1233579262.1390224,1279536081.2154715,2978152014.4157705,2978152014.4157705,2984020970.7064323,2942770940.766506,3005830954.8014197,2904029024.969611,2790146132.244085
QTUM-USD,2021-04-03,2021-04-08,4890463006.924668,5021388007.280181,5027511475.607647,4992640875.712607,5069261982.222073,5145914073.268438,5925100909.911708,5145914073.268438,5925100909.911708,5995193057.322027,6116296785.650608,6055336816.447943,6059590769.469722
QTUM-USD,2021-05-03,2021-05-09,6099662738.337535,6105399092.052768,6107613627.983602,6126464061.193761,6046361709.160842,6309628801.070908,7663239889.710125,7663239889.710125,8284772094.6300955,8202162296.504612,8373295565.28455,8204153995.2706995,8418644725.983802
QTUM-USD,2021-05-23,2021-05-27,7933884682.219348,7717406366.53962,7614338108.419816,7464840875.330267,7853864753.884154,7899046282.801303,7978519374.066259,7853864753.884154,7899046282.801303,7978519374.066259,8152640406.378666,8015339390.731173,7966745310.510093
QTUM-USD,2021-08-04,2021-08-13,7920751470.691415,7948586415.893056,7942699210.879621,7948105027.157673,7951368429.826497,7971584531.829676,8300601092.128191,8292815850.121744,8298958123.045172,8279909980.17657,8653094635.384296,8664697699.400297,8653391457.483978
QTUM-USD,2021-09-28,2021-10-03,8533844395.812037,8527483982.950555,8522290581.532654,8508530245.848784,8518592913.2302475,8580518634.948325,8646648684.008904,8580518634.948325,8646648684.008904,8770565620.623674,8792209930.439024,8780104938.722311,8768202679.903008
QTUM-USD,2021-10-30,2021-11-08,8769691565.51783,8815205586.900633,8820925015.402939,8815982906.110245,9074796659.14359,9226533017.080612,9233013172.980686,9200371677.80381,9246159141.404911,9239336190.899773,9252442538.387629,9280910051.41673,9237343087.911285
QTUM-USD,2022-07-25,2022-07-29,9014528774.54766,9020699348.905615,9019989644.626373,9016392450.99178,9031975580.014288,9052429375.96731,9075077901.417206,9031975580.014288,9052429375.96731,9075077901.417206,9090013334.066492,9077195805.423237,9071081535.552395
QTUM-USD,2023-06-28,2023-07-01,9096206870.196789,9096288445.779871,9097019350.765255,9094840449.824408,9095294268.851702,9114705193.768766,9166882479.17166,9094840449.824408,9095294268.851702,9114705193.768766,9166882479.17166,9162372201.983162,9160422465.099241
QTUM-USD,2024-03-01,2024-03-04,9227453786.219053,9230537395.216614,9232279930.632397,9237575642.678701,9249500907.64286,9247090784.191528,9478099235.493956,9237575642.678701,9249500907.64286,9247090784.191528,9478099235.493956,9441087487.889584,9444162844.609167
QTUM-USD,2024-11-30,2024-12-03,9469517163.61886,9468898376.337925,9472302321.497566,9472268515.391068,9473636634.901876,9481391952.539404,9557882727.762152,9472268515.391068,9473636634.901876,9481391952.539404,9557882727.762152,9538496254.869083,9533854451.182608
QTUM-USD,2025-01-29,2025-02-01,9500210086.324392,9499569144.793404,9497552716.167397,9498470254.342115,9500284646.208364,9602408061.944157,9680039602.113926,9498470254.342115,9500284646.208364,9602408061.944157,9680039602.113926,9615037879.878328,9618611230.307804
RAY-USD,2022-07-13,2022-07-16,581114104.6931114,580295748.9967501,579851727.2188852,580645710.1767316,596481795.3921832,596226036.9613714,603556451.1013178,580645710.1767316,596481795.3921832,596226036.9613714,603556451.1013178,601412035.1656953,601860340.6174287
RAY-USD,2022-11-18,2022-11-21,584914269.8929375,584235107.5240059,583414158.8723663,583200760.8065524,582989936.9169381,583810012.9966881,632540456.7482284,583200760.8065524,582989936.9169381,583810012.9966881,632540456.7482284,628051869.2373039,627981776.0158888
RAY-USD,2023-01-11,2023-01-16,637359962.0552315,638522976.5134534,638459491.7210977,638424033.3341575,638489107.3624552,638735425.8964278,665837548.1625354,638735425.8964278,665837548.1625354,659825388.404925,664897673.1164916,663553572.2239244,661647697.3246146
RAY-USD,2023-10-29,2023-11-01,713711377.3642002,713650093.2926295,713633568.0375497,713661605.9923383,713741284.8060195,714361779.5468315,775879739.1567953,713661605.9923383,713741284.8060195,714361779.5468315,775879739.1567953,761792442.4700208,759226024.2485577
RAY-USD,2023-12-05,2023-12-14,796282480.3427929,796105253.1881117,795407371.1704515,795400302.9094522,795542369.9022251,796068112.2094043,848755840.5274389,855125114.2724113,851821153.3952595,851848487.5899689,854179443.8908172,864074685.1475301,869961369.6611131
RAY-USD,2024-03-12,2024-03-18,1061302905.1219836,1060381777.4171848,1062830310.3879377,1059669838.2353872,1066085136.0423192,1065229586.6893286,1127452003.6727417,1127452003.6727417,1310327340.4798272,1344526592.729569,1357530207.6966355,1308603600.4753406,1326753188.046232
RAY-USD,2024-07-18,2024-07-21,1318967886.1571302,1318660328.9866397,1317595146.0340867,1317745810.165029,1324104817.587482,1332841074.8912358,1338718734.9728296,1317745810.165029,1324104817.587482,1332841074.8912358,1338718734.9728296,1331132087.4837856,1328423016.5454793
RAY-USD,2024-11-04,2024-11-09,1373428215.8539724,1380394517.4521368,1372957566.3686037,1371330348.2042897,1370575807.5629714,1446957220.5441725,1468585240.4674256,1446957220.5441725,1468585240.4674256,1482031217.6865847,1535423647.3977177,1523608181.6158943,1519527759.654218
RENDER-USD,2021-03-14,2021-03-23,437777.7482852122,450646.3432048161,456317.3922435585,425911.0354057232,489195.53474295465,733310.0718038586,4042452.9801739254,3785545.9542619167,3639563.677891664,3557520.5675768014,4245010.927121877,5258690.202717909,57713322.09130946
RENDER-USD,2021-04-06,2021-04-09,128291381.51230308,127775737.6532606,125949336.63141894,125805112.57916906,125411047.51038054,129013267.27131268,135587743.3102822,125805112.57916906,125411047.51038054,129013267.27131268,135587743.3102822,133899223.78451973,133703729.03400256
RENDER-USD,2021-05-13,2021-05-18,125753676.84140284,125978565.02283283,125020325.90043512,124298808.88443218,126874703.59876558,127454979.01558174,131503836.72809297,127454979.01558174,131503836.72809297,138821929.4980064,141717178.90455732,128170882.74419706,130557182.56132032
RENDER-USD,2021-05-23,2021-05-27,130557182.56132032,126857533.48353888,126246386.87795548,122973889.91349569,126427427.42287366,125954176.08062643,127089837.33404514,126427427.42287366,125954176.08062643,127089837.33404514,129838035.49091208,127890108.95531416,127701451.13673206
RENDER-USD,2021-07-31,2021-08-05,128469463.9187752,128394014.73436134,128293424.49231517,128274566.73374419,128132519.36855252,128154173.22583911,137625762.27772307,128154173.22583911,137625762.27772307,139962467.7784559,141193020.70907265,140982507.16212177,140678833.0268173
RENDER-USD,2021-08-13,2021-08-22,138414100.9336991,138701237.24455595,138411131.97841585,138924011.16487652,138787504.12013635,139676541.0007826,147197283.04780048,147681529.00060102,147881797.8583165,147889795.17996678,150475837.01007208,149775248.82244328,147427576.35344562
RENDER-USD,2021-10-30,2021-11-08,151110587.19741526,151582391.51712504,151596948.41934457,151500850.30020356,151518535.95112118,151326588.13064376,162739625.5850618,162630627.10040927,163198355.9697006,173065922.00407723,172971553.87117037,173374171.2724588,173791630.25601918
RENDER-USD,2021-12-20,2021-12-23,330089487.0388357,332993307.6686808,334261710.85611296,332862041.08577496,369168261.02552825,373692564.1421819,378511819.0214844,332862041.08577496,369168261.02552825,373692564.1421819,378511819.0214844,373268888.57313335,373538196.9285248
RENDER-USD,2022-06-18,2022-06-27,348531770.120102,346540722.8782751,346689460.823843,346091926.1163611,364080761.67186165,364660439.4803089,364885021.7892922,377323948.40717,376794872.8494491,375287620.8272315,375429484.9927028,396601339.77213275,395001512.694943
RENDER-USD,2022-10-30,2022-11-06,441716419.3089875,442850108.54763794,442834564.4138835,443400920.6834224,444887383.2100937,448451477.2230448,482713125.12080264,479101555.95160204,479221074.69458586,509726844.9893351,510372687.7256124,498433180.91780543,476462914.2327248
RENDER-USD,2023-01-25,2023-02-02,521590420.6010512,549261653.0284337,543495609.6674204,553295501.3568007,553352389.2426298,552544515.5936974,647942389.6019907,659562030.2792041,697199232.1067249,718449800.1479182,740829643.1002979,739463074.5135617,736780751.1496991
RENDER-USD,2023-03-11,2023-03-17,717431446.9566654,715010211.0162979,716910053.0252755,712173154.8689522,736448015.1268651,741810579.3869747,755297351.6101744,755297351.6101744,741913867.5349686,747766744.5394511,758272293.2276149,754296603.8378358,755293305.2791275
RENDER-USD,2023-04-23,2023-04-30,814929183.2611177,787068279.8650379,801019111.0080755,795750636.7183214,801319037.0947129,827389940.8774437,889571204.8525176,894694411.9018536,898751452.2622963,898745633.897326,900469857.6288844,883797226.24657,870726568.8194664
RENDER-USD,2023-05-15,2023-05-23,862916564.7770716,864009238.0661542,863732257.3524326,862907248.3828355,870629702.9538492,916150649.707867,930188069.8275318,925894565.4603425,944337088.3424382,942952547.2957274,971358619.7136316,962824041.6244938,971131003.0187039
RENDER-USD,2023-11-13,2023-11-20,929745675.8673171,933218759.3850069,930554935.8306168,926732811.7163339,924661882.3408175,991122092.0532619,1017401495.9340514,1019151916.9565073,1050280861.2428869,1049451219.7939574,1051467294.6364212,1033309209.8822484,1045234607.4523883
RENDER-USD,2024-03-04,2024-03-09,1321959376.8516912,1316149146.6974928,1313195382.736319,1307095380.6225474,1282304867.6778975,1586948046.1237578,1650017838.1774147,1586948046.1237578,1650017838.1774147,1677661070.1337588,1821595305.8503137,1784981351.2055397,1791120257.6772528
RENDER-USD,2024-11-08,2024-11-17,1847414516.307548,1907603155.0171924,1906168428.6946347,1903886309.041348,1921368969.3181357,1960840739.3209584,2265965328.526562,2256672337.888932,2310218721.7764564,2307417282.443621,2314973486.9861856,2431422950.089734,2462706657.990768
RENDER-USD,2025-04-08,2025-04-17,2971346456.8723183,2961289162.0732617,2973150763.2211647,2968013686.703297,3004749902.0638347,3007732311.227855,3018701616.6288533,3025946680.830701,3020786470.4084697,3018349558.3656445,3029100358.3567586,3027297152.726399,3033246080.800344
RENDER-USD,2025-05-07,2025-05-10,3040718057.7538233,3041955495.569062,3040818529.8628244,3038796674.3163652,3051445841.1119504,3059215316.621837,3070720559.5998535,3038796674.3163652,3051445841.1119504,3059215316.621837,3070720559.5998535,3065544691.17426,3064596397.8568597
REQ-USD,2021-03-14,2021-03-18,11145564.270421589,11139429.168913014,11436366.3175993,11442374.088039218,11833731.455962332,11923032.792397039,13624988.06318361,11833731.455962332,11923032.792397039,13624988.06318361,15065599.99529522,14797355.083037326,14438964.15073486
REQ-USD,2021-03-25,2021-03-29,14326342.302444635,14261085.05225574,14160249.948334442,14113351.596659422,14514507.499977976,14754067.064052926,15131361.5576675,14514507.499977976,14754067.064052926,15131361.5576675,15540934.890632208,15354689.525479084,15387560.264165636
REQ-USD,2021-08-07,2021-08-12,15031846.24082238,15227303.171635415,15213402.848122392,15348926.081041977,15309313.6838442,15418303.49259839,24004717.612711105,15418303.49259839,24004717.612711105,110594227.71904401,248782993.42927676,209651460.43754074,202348108.88768235
REQ-USD,2022-06-26,2022-07-03,1415935666.9975808,1416697456.577139,1420228512.7358387,1419626701.9464898,1419580064.5329118,1419394049.2075746,1454471331.5564508,1449639140.6532362,1447083162.5929043,1447180147.8306177,1464585732.707459,1460189873.34392,1460280196.9774175
REQ-USD,2022-10-12,2022-10-15,1466876656.1983616,1466905287.6375976,1466717791.3170326,1466693445.4469473,1466678154.1556141,1466662926.4336276,1516889734.6663308,1466693445.4469473,1466678154.1556141,1466662926.4336276,1516889734.6663308,1480031538.801968,1479971167.2402802
