symbol,breakout_date,market_level,obv_d0,cmf_d0,rvol_d0,obv_d1,cmf_d1,rvol_d1,obv_d2,cmf_d2,rvol_d2,obv_d3,cmf_d3,rvol_d3
1INCH-USD,2021-10-24,4.0,11313261492,0.0719244967062959,1.0725667979298872,11753845110.0,0.1213281315369947,1.103606730289482,11303578652.0,0.0823849236854089,1.2552526887832451,11811591522.0,0.1404930399844866,1.4701721189635568
1INCH-USD,2021-10-24,7.0,11313261492,0.0719244967062959,1.0725667979298872,11753845110.0,0.1213281315369947,1.103606730289482,11303578652.0,0.0823849236854089,1.2552526887832451,11811591522.0,0.1404930399844866,1.4701721189635568
1INCH-USD,2021-10-24,8.0,11313261492,0.0719244967062959,1.0725667979298872,11753845110.0,0.1213281315369947,1.103606730289482,11303578652.0,0.0823849236854089,1.2552526887832451,11811591522.0,0.1404930399844866,1.4701721189635568
1INCH-USD,2021-10-24,7.0,11313261492,0.0719244967062959,1.0725667979298872,11753845110.0,0.1213281315369947,1.103606730289482,11303578652.0,0.0823849236854089,1.2552526887832451,11811591522.0,0.1404930399844866,1.4701721189635568
A-USD,2020-07-24,9.0,20931,-0.0884516350326946,2.938737188013458,22809.0,-0.0209635337432352,0.4587813620071684,22553.0,-0.0587620887835338,1.848431778379239,23714.0,-0.0328695856844182,0.4478221786385551
A-USD,2020-07-24,8.0,20931,-0.0884516350326946,2.938737188013458,22809.0,-0.0209635337432352,0.4587813620071684,22553.0,-0.0587620887835338,1.848431778379239,23714.0,-0.0328695856844182,0.4478221786385551
A-USD,2020-07-24,7.0,20931,-0.0884516350326946,2.938737188013458,22809.0,-0.0209635337432352,0.4587813620071684,22553.0,-0.0587620887835338,1.848431778379239,23714.0,-0.0328695856844182,0.4478221786385551
A-USD,2020-07-24,7.0,20931,-0.0884516350326946,2.938737188013458,22809.0,-0.0209635337432352,0.4587813620071684,22553.0,-0.0587620887835338,1.848431778379239,23714.0,-0.0328695856844182,0.4478221786385551
A-USD,2020-08-02,,21373,-0.0413434069914925,3.753691090200401,26140.0,0.1071201494216864,2.837537450468735,23204.0,-0.0037574663862503,2.105736782902137,21332.0,-0.00925454877816,4.279432229334818
A-USD,2020-08-20,6.0,27346,-0.0297079908755611,0.0921359715880263,26892.0,-0.041216356595546,0.1228393085787452,27506.0,-0.007777900460441,0.0922498498032907,27030.0,-0.0303665990681194,0.109286501691565
A-USD,2020-08-20,5.0,27346,-0.0297079908755611,0.0921359715880263,26892.0,-0.041216356595546,0.1228393085787452,27506.0,-0.007777900460441,0.0922498498032907,27030.0,-0.0303665990681194,0.109286501691565
A-USD,2020-08-20,4.0,27346,-0.0297079908755611,0.0921359715880263,26892.0,-0.041216356595546,0.1228393085787452,27506.0,-0.007777900460441,0.0922498498032907,27030.0,-0.0303665990681194,0.109286501691565
A-USD,2020-08-20,3.0,27346,-0.0297079908755611,0.0921359715880263,26892.0,-0.041216356595546,0.1228393085787452,27506.0,-0.007777900460441,0.0922498498032907,27030.0,-0.0303665990681194,0.109286501691565
A-USD,2020-08-26,,29458,-0.2544247226009119,0.1146012594791883,29761.0,-0.2600073001761548,1.27755033368852,33178.0,-0.1940410016299059,1.1983365196996276,30138.0,-0.4262893228714834,1.1056846397974116
A-USD,2020-08-30,,12422,-0.3980618085196816,0.4910453165473637,10659.0,-0.4204027415344886,5.892112711403594,31789.0,-0.218214615934384,0.8325644905340075,29533.0,-0.2435725925155453,0.0287946557118998
A-USD,2020-09-03,,37306,-0.1130888832776763,0.1209626126074034,37829.0,-0.1276479225961089,0.1274844065361415,38388.0,-0.0413693798269143,3.1814225976948056,23400.0,-0.1914820693624498,2.7442941779366548
A-USD,2020-09-07,6.0,34585,0.0298227107082376,0.141921858500528,35089.0,0.027709454557757,0.0735242334183134,35350.0,0.0367149261285542,1.1476490303038802,39442.0,0.1153745741167689,0.622223516902865
A-USD,2020-09-07,4.0,34585,0.0298227107082376,0.141921858500528,35089.0,0.027709454557757,0.0735242334183134,35350.0,0.0367149261285542,1.1476490303038802,39442.0,0.1153745741167689,0.622223516902865
A-USD,2020-09-07,3.0,34585,0.0298227107082376,0.141921858500528,35089.0,0.027709454557757,0.0735242334183134,35350.0,0.0367149261285542,1.1476490303038802,39442.0,0.1153745741167689,0.622223516902865
A-USD,2020-09-07,4.0,34585,0.0298227107082376,0.141921858500528,35089.0,0.027709454557757,0.0735242334183134,35350.0,0.0367149261285542,1.1476490303038802,39442.0,0.1153745741167689,0.622223516902865
A-USD,2020-09-11,,35459,0.0593549122730657,0.1290095266488691,35935.0,0.062502847340077,0.3891040010868827,34503.0,0.0459953369716568,0.3560830860534125,35793.0,0.0536194697926366,0.3373406498275597
A-USD,2020-09-16,3.0,37140,0.0508762978047529,0.4700915948977863,38944.0,0.0768669283392589,0.2092719468955773,39729.0,0.0834403053143651,0.8446471693050711,42877.0,0.0726064594424588,1.93078372923044
A-USD,2020-09-16,1.0,37140,0.0508762978047529,0.4700915948977863,38944.0,0.0768669283392589,0.2092719468955773,39729.0,0.0834403053143651,0.8446471693050711,42877.0,0.0726064594424588,1.93078372923044
A-USD,2020-09-16,1.0,37140,0.0508762978047529,0.4700915948977863,38944.0,0.0768669283392589,0.2092719468955773,39729.0,0.0834403053143651,0.8446471693050711,42877.0,0.0726064594424588,1.93078372923044
A-USD,2020-09-16,2.0,37140,0.0508762978047529,0.4700915948977863,38944.0,0.0768669283392589,0.2092719468955773,39729.0,0.0834403053143651,0.8446471693050711,42877.0,0.0726064594424588,1.93078372923044
A-USD,2020-09-20,8.0,46977,0.3707149682999164,0.4370155589667785,48130.0,0.4984912095866367,0.0447341513292433,47990.0,0.5026094113546916,0.4765241765942536,46460.0,0.1436647010567429,2.223945594463998
A-USD,2020-09-20,7.0,46977,0.3707149682999164,0.4370155589667785,48130.0,0.4984912095866367,0.0447341513292433,47990.0,0.5026094113546916,0.4765241765942536,46460.0,0.1436647010567429,2.223945594463998
A-USD,2020-09-20,6.0,46977,0.3707149682999164,0.4370155589667785,48130.0,0.4984912095866367,0.0447341513292433,47990.0,0.5026094113546916,0.4765241765942536,46460.0,0.1436647010567429,2.223945594463998
A-USD,2020-09-20,5.0,46977,0.3707149682999164,0.4370155589667785,48130.0,0.4984912095866367,0.0447341513292433,47990.0,0.5026094113546916,0.4765241765942536,46460.0,0.1436647010567429,2.223945594463998
A-USD,2020-09-25,8.0,44418,0.2660537033311275,0.0022089684117517,44422.0,0.1432135996870114,0.0019849146486701,44418.0,0.1840223090521051,0.7493637477613346,42828.0,0.1453362144495172,0.775459885421451
A-USD,2020-09-25,7.0,44418,0.2660537033311275,0.0022089684117517,44422.0,0.1432135996870114,0.0019849146486701,44418.0,0.1840223090521051,0.7493637477613346,42828.0,0.1453362144495172,0.775459885421451
A-USD,2020-09-25,6.0,44418,0.2660537033311275,0.0022089684117517,44422.0,0.1432135996870114,0.0019849146486701,44418.0,0.1840223090521051,0.7493637477613346,42828.0,0.1453362144495172,0.775459885421451
A-USD,2020-09-25,5.0,44418,0.2660537033311275,0.0022089684117517,44422.0,0.1432135996870114,0.0019849146486701,44418.0,0.1840223090521051,0.7493637477613346,42828.0,0.1453362144495172,0.775459885421451
A-USD,2020-10-04,7.0,44821,0.3335115919722815,0.1993662529706892,45123.0,0.234647753187523,0.88588497978396,46591.0,0.3452718118848728,0.7121554915672563,45206.0,0.3276561474618361,0.7637839128013366
A-USD,2020-10-04,7.0,44821,0.3335115919722815,0.1993662529706892,45123.0,0.234647753187523,0.88588497978396,46591.0,0.3452718118848728,0.7121554915672563,45206.0,0.3276561474618361,0.7637839128013366
A-USD,2020-10-04,4.0,44821,0.3335115919722815,0.1993662529706892,45123.0,0.234647753187523,0.88588497978396,46591.0,0.3452718118848728,0.7121554915672563,45206.0,0.3276561474618361,0.7637839128013366
A-USD,2020-10-04,2.0,44821,0.3335115919722815,0.1993662529706892,45123.0,0.234647753187523,0.88588497978396,46591.0,0.3452718118848728,0.7121554915672563,45206.0,0.3276561474618361,0.7637839128013366
A-USD,2020-10-25,7.0,45838,0.0512360623002869,0.0,45838.0,0.0515070451503597,0.3584422584557337,45705.0,0.0108267976551694,0.4189723320158103,45864.0,0.1463628241126924,0.3056523204854478
A-USD,2020-10-25,7.0,45838,0.0512360623002869,0.0,45838.0,0.0515070451503597,0.3584422584557337,45705.0,0.0108267976551694,0.4189723320158103,45864.0,0.1463628241126924,0.3056523204854478
A-USD,2020-10-25,7.0,45838,0.0512360623002869,0.0,45838.0,0.0515070451503597,0.3584422584557337,45705.0,0.0108267976551694,0.4189723320158103,45864.0,0.1463628241126924,0.3056523204854478
A-USD,2020-10-25,7.0,45838,0.0512360623002869,0.0,45838.0,0.0515070451503597,0.3584422584557337,45705.0,0.0108267976551694,0.4189723320158103,45864.0,0.1463628241126924,0.3056523204854478
A-USD,2020-11-07,,45793,0.2647027578272461,1.095435684647303,45859.0,0.3807018244702649,0.1436552274541101,45850.0,0.3880099224577902,0.7055435565154787,45801.0,0.21722854675648,0.0234055002925687
A-USD,2020-11-13,9.0,45803,0.1002162747668553,0.0,45803.0,0.0817605815501291,0.0,45803.0,0.2072252426557395,0.0,45803.0,0.2884313205624277,0.0
A-USD,2020-11-13,9.0,45803,0.1002162747668553,0.0,45803.0,0.0817605815501291,0.0,45803.0,0.2072252426557395,0.0,45803.0,0.2884313205624277,0.0
A-USD,2020-11-13,8.0,45803,0.1002162747668553,0.0,45803.0,0.0817605815501291,0.0,45803.0,0.2072252426557395,0.0,45803.0,0.2884313205624277,0.0
A-USD,2020-11-13,7.0,45803,0.1002162747668553,0.0,45803.0,0.0817605815501291,0.0,45803.0,0.2072252426557395,0.0,45803.0,0.2884313205624277,0.0
A-USD,2020-11-21,9.0,46770,0.7625858221558375,0.2274715660542432,46783.0,0.7875061223627164,0.0,46783.0,0.7446857644317633,0.0,46783.0,0.7526681361057612,0.0
A-USD,2020-11-21,9.0,46770,0.7625858221558375,0.2274715660542432,46783.0,0.7875061223627164,0.0,46783.0,0.7446857644317633,0.0,46783.0,0.7526681361057612,0.0
A-USD,2020-11-21,8.0,46770,0.7625858221558375,0.2274715660542432,46783.0,0.7875061223627164,0.0,46783.0,0.7446857644317633,0.0,46783.0,0.7526681361057612,0.0
A-USD,2020-11-21,7.0,46770,0.7625858221558375,0.2274715660542432,46783.0,0.7875061223627164,0.0,46783.0,0.7446857644317633,0.0,46783.0,0.7526681361057612,0.0
A-USD,2020-11-27,8.0,47401,0.924495832888688,0.0365853658536585,47404.0,0.8634676218416149,0.0,47404.0,0.8637520014314458,0.0,47404.0,0.8511334021413425,0.0
A-USD,2020-11-27,7.0,47401,0.924495832888688,0.0365853658536585,47404.0,0.8634676218416149,0.0,47404.0,0.8637520014314458,0.0,47404.0,0.8511334021413425,0.0
A-USD,2020-11-27,7.0,47401,0.924495832888688,0.0365853658536585,47404.0,0.8634676218416149,0.0,47404.0,0.8637520014314458,0.0,47404.0,0.8511334021413425,0.0
