symbol,breakout_date,peak_date,b_bbw_-3,b_bbw_-2,b_bbw_-1,b_bbw_+0,b_bbw_+1,b_bbw_+2,b_bbw_+3,p_bbw_-3,p_bbw_-2,p_bbw_-1,p_bbw_+0,p_bbw_+1,p_bbw_+2
LAYER-USD,2021-04-23,2021-04-27,1.120244233647421,0.9636136523350528,1.0519946324630949,1.0755664222480819,1.118894897707691,0.9520410912514209,0.7141754912980011,1.118894897707691,0.9520410912514209,0.7141754912980011,0.6155726000596787,0.6603343347617591,0.6592363751503472
LAYER-USD,2021-05-23,2021-05-26,2.019697615334686,2.225240972848378,2.5445363543611195,3.6913644829072974,2.84577059909445,2.9958478456262134,2.763309926045032,3.6913644829072974,2.84577059909445,2.9958478456262134,2.763309926045032,3.2431045612871254,3.3606664338663164
LAYER-USD,2021-08-04,2021-08-13,0.5713116015578442,0.5751662006464955,0.6270622156897244,0.6135420656086028,0.6199130322195135,0.572275654154645,0.551800124675887,0.7256056832324499,0.8321768152106679,0.7914839840842631,0.826146453474467,0.912977324113352,0.9283788453253409
LAYER-USD,2021-08-18,2021-08-21,0.9283788453253409,0.8537632285483959,0.9870948173107764,1.0252651994876614,1.0323470766016705,1.029725046409936,0.8459346402957352,1.0252651994876614,1.0323470766016705,1.029725046409936,0.8459346402957352,0.947509367646691,0.959877217640842
LAYER-USD,2021-09-02,2021-09-06,0.8062683580410634,0.6898100850823777,0.6428747990430934,0.6631700328806927,0.5572347638956868,0.4860285652478892,0.4686420327202803,0.5572347638956868,0.4860285652478892,0.4686420327202803,0.4823672569857721,0.6025655493316154,0.6386166743171121
LAYER-USD,2021-10-15,2021-10-19,0.30808434013982106,0.2843976076700922,0.27029879242947674,0.28805823563274896,0.2905210562660884,0.2973307378617459,0.37458234502880333,0.2905210562660884,0.2973307378617459,0.37458234502880333,0.47362333455497657,0.5682797203796397,0.6198273511966237
LAYER-USD,2021-10-27,2021-10-29,0.803669182642687,0.7672850927038691,0.8083726668810695,0.8963169859055947,0.7430163067464888,0.6403556657978867,0.6473831178205794,0.8083726668810695,0.8963169859055947,0.7430163067464888,0.6403556657978867,0.6473831178205794,0.7948768969380972
LAYER-USD,2021-12-24,2021-12-27,1.0298092964598047,0.9694739696299972,0.7467661254694331,0.7459329916104397,0.6961796196823163,0.600204538197822,0.39306737203733283,0.7459329916104397,0.6961796196823163,0.600204538197822,0.39306737203733283,0.3159085665761682,0.3276357560366196
LAYER-USD,2022-03-24,2022-03-27,0.23037499006503184,0.214012057316243,0.23842414882093044,0.26981952958837074,0.26769400866295784,0.27197348424577006,0.3203005523997163,0.26981952958837074,0.26769400866295784,0.27197348424577006,0.3203005523997163,0.39469391933145337,0.4529762450539903
LBTC-USD,2020-11-12,2020-11-17,0.4970483333752102,0.5422186362191966,0.4941657773896113,0.4502299577987367,0.4228374803034335,0.9791500085158014,0.4973373152225689,0.9791500085158014,0.4973373152225689,0.701480286648855,0.6397829348188817,2.4987541580222383,1.804228345969542
