symbol,breakout_date,peak_date,b_vs_-3,b_vs_-2,b_vs_-1,b_vs_+0,b_vs_+1,b_vs_+2,b_vs_+3,p_vs_-3,p_vs_-2,p_vs_-1,p_vs_+0,p_vs_+1,p_vs_+2
ANKR-USD,2021-06-21,2021-06-30,-29.259279473608903,-51.30029849133665,-22.55404969074215,14.872886888591697,57.749967880516536,194.645366790118,85.54568738794705,-51.76336209825533,-14.589749029327216,22.52825463417958,-29.429595200117454,-47.09405741202194,-61.59073485923358
ANKR-USD,2021-07-24,2021-08-01,-16.866549406536436,-35.40639378223162,-37.65682091026821,-25.99536655567941,-37.56154732878599,476.2668371043675,285.75837839243013,-7.307341080682095,-29.563988491116287,-46.169716343649036,247.92512331430626,150.84037181283318,14.142899847519729
ANKR-USD,2021-10-28,2021-11-02,-48.42888755603709,-41.46246808811448,-2.1069020353142953,18.273597676548547,-5.938060141590718,130.95463928404754,778.3696241885558,130.95463928404754,778.3696241885558,85.4183703975592,150.25886897629482,-48.39157131027798,-54.016284543961525
ANKR-USD,2021-11-23,2021-11-26,-38.813757644249414,-41.04947939114895,-33.58724737844182,-54.61141886153526,-51.67339692743425,-50.46822547466847,464.76187218906387,-54.61141886153526,-51.67339692743425,-50.46822547466847,464.76187218906387,307.9139210174338,8.641715486666568
ANKR-USD,2022-08-08,2022-08-11,-31.583659255883934,-55.49046308229113,-40.085481162965465,-38.07600450538588,-26.381026537033314,90.64387951183217,819.6254272713604,-38.07600450538588,-26.381026537033314,90.64387951183217,819.6254272713604,235.74423641517316,-4.44213756557843
ANKR-USD,2023-02-18,2023-02-22,25.657999693779953,-12.926748557693312,-9.632754890266405,-38.945017592424,-58.26360485662434,12.142228724804216,532.7376333408431,-58.26360485662434,12.142228724804216,532.7376333408431,324.99778816655373,116.14622502259463,15.304388615192677
ANKR-USD,2023-03-11,2023-03-17,-64.18902086001475,-45.98055723948929,-41.0670935712161,-48.86402129844692,-40.87549359345045,91.38487207011411,103.67477222914165,103.67477222914165,36.32761804877549,18.989048105624363,-9.772172099087006,4.93320519052316,-25.355720468374322
ANKR-USD,2024-03-05,2024-03-13,19.011084536665134,96.28688226805822,4.8819620957026855,37.005889421937525,34.882207228616124,563.2735905315328,93.08796262114502,-46.25967678874897,-20.904854331667146,0.8009543368997951,-32.738589983418024,-37.80371850458471,-42.59263169085739
ANKR-USD,2024-03-23,2024-04-01,-66.96496965612138,-69.23892605490789,-64.29236093055006,-39.842713715315156,-73.96175458509859,36.05048489329901,397.3118258894975,-56.90141221639047,-7.403186287148644,177.10113692607484,194.17960660662436,10.51502074809716,-48.02077764896748
APE-USD,2024-02-06,2024-02-15,-9.60476035725092,-12.576415298476572,-9.740387208506629,-3.4456574548660357,15.063805823055688,-6.459526086780809,47.89091665622127,-4.661532952819791,14.317612424046855,6.3933900655117615,29.31703963662502,21.78927393042571,10.254727707790035
APE-USD,2024-09-06,2024-09-09,-40.888230649697235,2.4393811307744873,93.84255711532899,29.61313736279465,199.93078438448387,92.10015120712482,179.08160527961462,29.61313736279465,199.93078438448387,92.10015120712482,179.08160527961462,80.08763815892401,19.671677846186842
APE-USD,2024-10-17,2024-10-21,39.71834868488329,55.042243614520594,26.8022821993811,25.260967765905782,-16.563304667287483,301.27772106741526,1064.2083433173464,-16.563304667287483,301.27772106741526,1064.2083433173464,-15.51327794231544,-83.31842367681588,-93.18996301305148
APE-USD,2024-12-09,2024-12-13,-33.58571559369496,-50.60014286472142,-53.34777574583662,40.34700395479438,-12.244917697446745,-41.76452622524091,-33.73698788196185,-12.244917697446745,-41.76452622524091,-33.73698788196185,-29.62463798783066,-45.045280183493496,-58.80078836590379
API3-USD,2021-06-25,2021-06-28,1.975482198785894,-30.777194098462534,-26.96995202065876,-31.904417706891387,-9.113715759781593,-26.3039578977302,34.775920915491355,-31.904417706891387,-9.113715759781593,-26.3039578977302,34.775920915491355,12.929202719084397,-21.246060192388338
