symbol,date,regime,entry_price,exit_pct,exit_price,bars_held,return,win
PHA-USD,2024-12-21,1,0.11769600212574,0.45,0.170659203082323,3,0.44999999999999996,True
PHA-USD,2024-12-25,4,0.2821080088615417,0.45,0.40905661284923545,2,0.44999999999999996,True
PHA-USD,2025-01-13,1,0.2763960063457489,0.45,0.3031699955463409,5,0.0968682201836879,False
POKT-USD,2022-08-04,8,0.0720309987664222,0.45,0.10444494821131219,3,0.44999999999999996,True
POKT-USD,2022-11-13,4,0.0406850017607212,0.45,0.05899325255304574,2,0.44999999999999996,True
POKT-USD,2023-02-08,8,0.0638519972562789,0.45,0.0779379978775978,5,0.22060391572064342,False
POKT-USD,2023-06-01,6,0.02819399908185,0.45,0.0306609999388456,5,0.08750091995937326,False
POKT-USD,2023-08-09,4,0.0293519999831914,0.45,0.04256039997562753,3,0.44999999999999996,True
POKT-USD,2023-11-09,9,0.036421999335289,0.45,0.05281189903616905,3,0.44999999999999996,True
POKT-USD,2023-11-27,5,0.0734329968690872,0.45,0.10647784546017644,4,0.44999999999999996,True
POKT-USD,2023-12-22,9,0.1136649996042251,0.45,0.1428260058164596,5,0.2565522044056783,False
POKT-USD,2024-01-16,6,0.2179629951715469,0.45,0.316046342998743,3,0.44999999999999996,True
POKT-USD,2024-03-09,8,0.1770779937505722,0.45,0.25676309093832966,2,0.44999999999999973,True
POKT-USD,2024-03-24,5,0.1950110048055648,0.45,0.28276595696806894,3,0.44999999999999996,True
POKT-USD,2024-03-31,8,0.2167599946260452,0.45,0.31430199220776556,4,0.4500000000000002,True
POKT-USD,2024-08-19,8,0.0334989987313747,0.45,0.048573548160493314,4,0.44999999999999996,True
POKT-USD,2024-10-19,7,0.0430499985814094,0.45,0.06242249794304363,3,0.44999999999999996,True
POKT-USD,2025-02-19,5,0.0159300006926059,0.45,0.023098501004278554,3,0.44999999999999996,True
POKT-USD,2025-04-17,7,0.0096190003678202,0.45,0.01394755053333929,3,0.44999999999999996,True
POKT-USD,2025-05-27,4,0.0126639995723962,0.45,0.01836279937997449,3,0.44999999999999973,True
POL-USD,2021-03-11,7,0.0879990011453628,0.45,0.12759855166077605,3,0.44999999999999996,True
POL-USD,2021-03-24,3,0.0897149965167045,0.45,0.13008674494922154,3,0.4500000000000002,True
POL-USD,2021-04-21,5,0.1852670013904571,0.45,0.2686371520161628,2,0.44999999999999996,True
POL-USD,2021-04-28,7,0.3169470131397247,0.45,0.45957316905260076,3,0.44999999999999996,True
POL-USD,2021-09-15,5,0.1813980042934417,0.45,0.2630271062254904,3,0.44999999999999973,True
POL-USD,2022-01-10,1,0.1015010029077529,0.45,0.1471764542162417,3,0.4500000000000002,True
POL-USD,2022-05-02,1,0.0403480008244514,0.45,0.058504601195454524,3,0.44999999999999996,True
POL-USD,2022-05-12,1,0.0184460002928972,0.45,0.02674670042470094,0,0.44999999999999996,True
POL-USD,2022-06-17,3,0.0194949992001056,0.45,0.02826774884015312,2,0.44999999999999996,True
POL-USD,2023-07-08,5,0.0090520000085234,0.45,0.01312540001235893,3,0.44999999999999996,True
POL-USD,2023-10-21,7,0.0056219999678432,0.45,0.008151899953372638,3,0.44999999999999973,True
POLYX-USD,2023-04-17,8,0.1748729944229126,0.45,0.25356584191322323,3,0.44999999999999973,True
POLYX-USD,2023-10-17,6,0.1263149976730346,0.45,0.18315674662590017,3,0.44999999999999996,True
POLYX-USD,2023-10-21,7,0.1614000052213668,0.45,0.23403000757098186,3,0.44999999999999996,True
POLYX-USD,2023-10-27,7,0.2378620058298111,0.45,0.3448999084532261,3,0.44999999999999996,True
POLYX-USD,2024-03-17,6,0.2325489968061447,0.45,0.3371960453689098,3,0.44999999999999996,True
POLYX-USD,2024-03-22,4,0.475041002035141,0.45,0.6888094529509544,4,0.44999999999999996,True
PROM-USD,2020-09-10,3,1.572780966758728,0.45,2.109905958175659,5,0.3415129015223699,False
PROM-USD,2020-09-22,1,2.10863995552063,0.45,3.0575279355049134,4,0.44999999999999996,True
PROM-USD,2020-12-31,6,1.880944013595581,0.45,2.413680076599121,5,0.2832280276036343,False
