symbol,breakout_date,b_macd_-3,b_macd_signal_-3,b_macd_-2,b_macd_signal_-2,b_macd_-1,b_macd_signal_-1,b_macd_+0,b_macd_signal_+0,b_macd_+1,b_macd_signal_+1,b_macd_+2,b_macd_signal_+2,b_macd_+3,b_macd_signal_+3,p_macd_-3,p_macd_signal_-3,p_macd_-2,p_macd_signal_-2,p_macd_-1,p_macd_signal_-1,p_macd_+0,p_macd_signal_+0,p_macd_+1,p_macd_signal_+1,p_macd_+2,p_macd_signal_+2
1INCH-USD,2020-12-29,-0.058365070582115486,-0.011673014116423098,-0.1460883991533346,-0.0385560911238054,-0.2093264914849322,-0.07271017119603077,-0.2742180918444723,-0.11301175532571908,-0.30577682356376035,-0.15156476897332732,-0.3048691332775926,-0.18222564183418039,-0.3176441823410181,-0.20930934993554792,-0.058365070582115486,-0.011673014116423098,-0.1460883991533346,-0.0385560911238054,-0.2093264914849322,-0.07271017119603077,-0.2742180918444723,-0.11301175532571908,-0.30577682356376035,-0.15156476897332732,-0.3048691332775926,-0.18222564183418039
1INCH-USD,2021-01-03,-0.3048691332775926,-0.18222564183418039,-0.3176441823410181,-0.20930934993554792,-0.33415242181345683,-0.2342779643111297,-0.3380321718442443,-0.25502880581775267,-0.3422466320508408,-0.27247237106437033,-0.3239839864822118,-0.28277469414793865,-0.2851837453260295,-0.2832565043835568,-0.3048691332775926,-0.18222564183418039,-0.3176441823410181,-0.20930934993554792,-0.33415242181345683,-0.2342779643111297,-0.3380321718442443,-0.25502880581775267,-0.3422466320508408,-0.27247237106437033,-0.3239839864822118,-0.28277469414793865
1INCH-USD,2021-01-14,-0.2333213211439258,-0.2577736151878137,-0.22785962894508716,-0.25179081793926844,-0.2090543224184236,-0.24324351883509948,-0.18695155759791415,-0.23198512658766243,-0.16632169226928717,-0.21885243972398738,-0.1245985830333598,-0.2000016683858619,-0.059942170920929794,-0.17198976889287548,-0.2333213211439258,-0.2577736151878137,-0.22785962894508716,-0.25179081793926844,-0.2090543224184236,-0.24324351883509948,-0.18695155759791415,-0.23198512658766243,-0.16632169226928717,-0.21885243972398738,-0.1245985830333598,-0.2000016683858619
1INCH-USD,2021-01-21,-0.02068987822879631,-0.14172979076005965,0.013332535758718844,-0.11071732545630396,0.03504689612222123,-0.08156448114059892,0.02860229622845578,-0.059531125666787976,0.039245632425402466,-0.039775774048349886,0.06026168889741257,-0.019768281459197394,0.11946722796986031,0.00807882042661415,-0.02068987822879631,-0.14172979076005965,0.013332535758718844,-0.11071732545630396,0.03504689612222123,-0.08156448114059892,0.02860229622845578,-0.059531125666787976,0.039245632425402466,-0.039775774048349886,0.06026168889741257,-0.019768281459197394
1INCH-USD,2021-01-25,0.039245632425402466,-0.039775774048349886,0.06026168889741257,-0.019768281459197394,0.11946722796986031,0.00807882042661415,0.15568329989459073,0.03759971632020947,0.20680093736318161,0.0714399605288039,0.23224704434571652,0.10360137729218644,0.29771408541738054,0.14242391891722528,0.039245632425402466,-0.039775774048349886,0.06026168889741257,-0.019768281459197394,0.11946722796986031,0.00807882042661415,0.15568329989459073,0.03759971632020947,0.20680093736318161,0.0714399605288039,0.23224704434571652,0.10360137729218644
1INCH-USD,2021-01-29,0.20680093736318161,0.0714399605288039,0.23224704434571652,0.10360137729218644,0.29771408541738054,0.14242391891722528,0.3646110561087812,0.18686134635553647,0.511466396350047,0.2517823563544386,0.6487107143404032,0.33116802795163147,0.7542183938172076,0.4157781011247467,0.20680093736318161,0.0714399605288039,0.23224704434571652,0.10360137729218644,0.29771408541738054,0.14242391891722528,0.3646110561087812,0.18686134635553647,0.511466396350047,0.2517823563544386,0.6487107143404032,0.33116802795163147
1INCH-USD,2021-04-24,0.1775858742048424,0.3071856414495984,0.10080311504159933,0.2659091361679986,0.013783652541655478,0.21548403944272998,-0.08123586133118632,0.15614005928794675,-0.15160059358721778,0.09459192871291384,-0.1603208682752344,0.0436093693152842,-0.11823628032358169,0.011240239387511019,0.1775858742048424,0.3071856414495984,0.10080311504159933,0.2659091361679986,0.013783652541655478,0.21548403944272998,-0.08123586133118632,0.15614005928794675,-0.15160059358721778,0.09459192871291384,-0.1603208682752344,0.0436093693152842
1INCH-USD,2021-05-23,-0.31859532118741196,-0.0028181889280002176,-0.44203552435499116,-0.0906616560133984,-0.5646796149072904,-0.1854652477921768,-0.6837224156193109,-0.28511668135760365,-0.7226649696968162,-0.3726263390254462,-0.7483025094344522,-0.4477615731072474,-0.7187110325651407,-0.501951464998826,-0.31859532118741196,-0.0028181889280002176,-0.44203552435499116,-0.0906616560133984,-0.5646796149072904,-0.1854652477921768,-0.6837224156193109,-0.28511668135760365,-0.7226649696968162,-0.3726263390254462,-0.7483025094344522,-0.4477615731072474
1INCH-USD,2021-06-12,-0.3081805655906291,-0.4077211209717871,-0.3123964631947196,-0.3886561894163736,-0.3347740526908751,-0.37787976207127394,-0.3490901951580123,-0.37212184868862164,-0.33418015347414,-0.36453350964572534,-0.3186162296075965,-0.35535005363809957,-0.2524232942449296,-0.3347647017594656,-0.3081805655906291,-0.4077211209717871,-0.3123964631947196,-0.3886561894163736,-0.3347740526908751,-0.37787976207127394,-0.3490901951580123,-0.37212184868862164,-0.33418015347414,-0.36453350964572534,-0.3186162296075965,-0.35535005363809957
1INCH-USD,2021-10-24,0.2532707084806325,0.13892378570304711,0.2734757325152444,0.1658341750654866,0.2865635677015823,0.18998005359270576,0.2767131920167496,0.20732668127751452,0.2845469368917799,0.22277073240036763,0.28003999103062327,0.23422458412641875,0.4107178512364298,0.269523237548421,0.2532707084806325,0.13892378570304711,0.2734757325152444,0.1658341750654866,0.2865635677015823,0.18998005359270576,0.2767131920167496,0.20732668127751452,0.2845469368917799,0.22277073240036763,0.28003999103062327,0.23422458412641875
